U:x,Points: x,Points: y,u_t,U+,y+ 
2.2227,1.75,0.00089512,2.28E-01,9.7566,13.59473804
1.935,1.5,0.0010415,1.98E-01,9.7929,13.71951049
2.2688,1.5,0.00089512,2.31E-01,9.8201,13.78701644
1.9768,1.99,0.0010415,2.01E-01,9.859,13.92187368
2.0122,1.75,0.0010415,2.03E-01,9.9082,14.10086291
2.0543,1.5,0.0010415,2.06E-01,9.9721,14.30366457
2.0932,1.99,0.0010415,2.09E-01,10.03,14.49028753
2.1301,1.75,0.0010415,2.11E-01,10.0782,14.67524188
1.8643,1.99,0.0012109,1.84E-01,10.1309,14.85548718
2.1741,1.5,0.0010415,2.14E-01,10.1414,14.88509137
1.8976,1.75,0.0012109,1.86E-01,10.1788,15.04960758
2.2101,1.99,0.0010415,2.17E-01,10.1917,15.05678193
2.2485,1.75,0.0010415,2.20E-01,10.239,15.24762528
1.9374,1.5,0.0012109,1.89E-01,10.243,15.26888778
2.2942,1.5,0.0010415,2.23E-01,10.3007,15.46444166
1.9831,1.99,0.0012109,1.92E-01,10.3135,15.522271
2.3274,1.99,0.0010415,2.25E-01,10.3449,15.62121471
2.018,1.75,0.0012109,1.95E-01,10.3608,15.72341728
2.3673,1.75,0.0010415,2.28E-01,10.3914,15.81790114
2.0596,1.5,0.0012109,1.98E-01,10.4235,15.95098919
2.4148,1.5,0.0010415,2.31E-01,10.452,16.04162304
2.1024,1.99,0.0012109,2.01E-01,10.4854,16.18626677
2.1388,1.75,0.0012109,2.03E-01,10.5316,16.3943686
2.1823,1.5,0.0012109,2.06E-01,10.5934,16.63015596
2.222,1.99,0.0012109,2.09E-01,10.6472,16.84713314
2.2599,1.75,0.0012109,2.11E-01,10.6923,17.06217032
1.9764,1.99,0.0014069,1.84E-01,10.74,17.26004205
2.3053,1.5,0.0012109,2.14E-01,10.7534,17.30615184
2.0107,1.75,0.0014069,1.86E-01,10.7855,17.48558337
2.3421,1.99,0.0012109,2.17E-01,10.8004,17.50576787
2.3815,1.75,0.0012109,2.20E-01,10.8447,17.7276519
2.0517,1.5,0.0014069,1.89E-01,10.8473,17.74035694
2.4287,1.5,0.0012109,2.23E-01,10.9045,17.97973347
2.0984,1.99,0.0014069,1.92E-01,10.9131,18.03475355
2.4625,1.99,0.0012109,2.25E-01,10.9453,18.16200566
2.1343,1.75,0.0014069,1.95E-01,10.9579,18.26845799
2.5035,1.75,0.0012109,2.28E-01,10.9892,18.39068314
2.1772,1.5,0.0014069,1.98E-01,11.0186,18.53286539
2.5525,1.5,0.0012109,2.31E-01,11.048,18.65079341
2.2209,1.99,0.0014069,2.01E-01,11.0764,18.80622572
2.2583,1.75,0.0014069,2.03E-01,11.12,19.04801154
2.3032,1.5,0.0014069,2.06E-01,11.1803,19.32196418
2.3437,1.99,0.0014069,2.09E-01,11.2303,19.57406195
2.3827,1.75,0.0014069,2.11E-01,11.2733,19.82390571
2.0825,1.99,0.0016339,1.84E-01,11.3166,20.04490916
2.4294,1.5,0.0014069,2.14E-01,11.3322,20.10737883
2.1178,1.75,0.0016339,1.86E-01,11.36,20.30684104
2.4669,1.99,0.0014069,2.17E-01,11.3759,20.33930533
2.5075,1.75,0.0014069,2.20E-01,11.4184,20.59710418
2.1601,1.5,0.0016339,1.89E-01,11.4205,20.60272173
2.5561,1.5,0.0014069,2.23E-01,11.4766,20.88998845
2.2077,1.99,0.0016339,1.92E-01,11.4816,20.94461854
2.5905,1.99,0.0014069,2.25E-01,11.5143,21.10176378
2.2446,1.75,0.0016339,1.95E-01,11.5242,21.21603064
2.6326,1.75,0.0014069,2.28E-01,11.5559,21.36745571
2.2889,1.5,0.0016339,1.98E-01,11.5839,21.52309955
2.6831,1.5,0.0014069,2.31E-01,11.6133,21.66966823
2.3333,1.99,0.0016339,2.01E-01,11.637,21.84056593
2.3718,1.75,0.0016339,2.03E-01,11.6789,22.12136332
2.418,1.5,0.0016339,2.06E-01,11.7375,22.43951757
2.4593,1.99,0.0016339,2.09E-01,11.7843,22.73229072
2.4993,1.75,0.0016339,2.11E-01,11.825,23.02244618
2.1835,1.99,0.0018965,1.84E-01,11.8654,23.26652196
2.5475,1.5,0.0016339,2.14E-01,11.8831,23.35165702
2.2198,1.75,0.0018965,1.86E-01,11.9071,23.57055147
2.5856,1.99,0.0016339,2.17E-01,11.9233,23.62100432
2.2634,1.5,0.0018965,1.89E-01,11.9666,23.91398602
2.6273,1.75,0.0016339,2.20E-01,11.964,23.92039841
2.6773,1.5,0.0016339,2.23E-01,12.0207,24.26053886
2.3119,1.99,0.0018965,1.92E-01,12.0235,24.3108324
2.7122,1.99,0.0016339,2.25E-01,12.0552,24.50648364
2.3498,1.75,0.0018965,1.95E-01,12.0643,24.62586578
2.7555,1.75,0.0016339,2.28E-01,12.0954,24.81504434
2.3954,1.5,0.0018965,1.98E-01,12.1229,24.98228674
2.8075,1.5,0.0016339,2.31E-01,12.1518,25.16601814
2.4406,1.99,0.0018965,2.01E-01,12.1721,25.35077623
2.4801,1.75,0.0018965,2.03E-01,12.2121,25.67670331
2.5278,1.5,0.0018965,2.06E-01,12.2705,26.04599123
2.5696,1.99,0.0018965,2.09E-01,12.3128,26.38581881
2.6108,1.75,0.0018965,2.11E-01,12.3525,26.72260799
2.2801,1.99,0.0022005,1.84E-01,12.3904,26.99603563
2.6605,1.5,0.0018965,2.14E-01,12.4102,27.10472951
2.3174,1.75,0.0022005,1.86E-01,12.4306,27.34879963
2.699,1.99,0.0018965,2.17E-01,12.4463,27.41736623
2.3625,1.5,0.0022005,1.89E-01,12.4905,27.74728512
2.7419,1.75,0.0018965,2.20E-01,12.4858,27.76487887
2.7935,1.5,0.0018965,2.23E-01,12.5425,28.15968661
2.4116,1.99,0.0022005,1.92E-01,12.542,28.20774411
2.8288,1.99,0.0018965,2.25E-01,12.5735,28.44515958
2.4506,1.75,0.0022005,1.95E-01,12.5818,28.57327585
2.8733,1.75,0.0018965,2.28E-01,12.6125,28.80331207
2.4977,1.5,0.0022005,1.98E-01,12.6407,28.9868294
2.9269,1.5,0.0018965,2.31E-01,12.6686,29.21069429
2.5435,1.99,0.0022005,2.01E-01,12.6853,29.41438602
2.5841,1.75,0.0022005,2.03E-01,12.7242,29.79255768
2.6333,1.5,0.0022005,2.06E-01,12.7827,30.22104071
2.6756,1.99,0.0022005,2.09E-01,12.8207,30.61534105
2.718,1.75,0.0022005,2.11E-01,12.8597,31.00611594
2.3731,1.99,0.0025523,1.84E-01,12.8957,31.31196625
2.7691,1.5,0.0022005,2.14E-01,12.9168,31.44948974
2.4115,1.75,0.0025523,1.86E-01,12.9354,31.72112761
2.8081,1.99,0.0022005,2.17E-01,12.9494,31.81224065
2.4579,1.5,0.0025523,1.89E-01,12.9949,32.18332007
2.8522,1.75,0.0022005,2.20E-01,12.9881,32.21545792
2.9054,1.5,0.0022005,2.23E-01,13.0449,32.67355149
2.5077,1.99,0.0025523,1.92E-01,13.0418,32.7173939
2.941,1.99,0.0022005,2.25E-01,13.0722,33.00478442
2.5478,1.75,0.0025523,1.95E-01,13.0808,33.14136422
2.9867,1.75,0.0022005,2.28E-01,13.1102,33.42034706
2.5964,1.5,0.0025523,1.98E-01,13.1402,33.62103371
3.0419,1.5,0.0022005,2.31E-01,13.1663,33.89303073
2.6427,1.99,0.0025523,2.01E-01,13.1801,34.11694498
2.6845,1.75,0.0025523,2.03E-01,13.2186,34.55557599
2.7352,1.5,0.0025523,2.06E-01,13.2773,35.05256178
2.7779,1.99,0.0025523,2.09E-01,13.3109,35.5099
2.8215,1.75,0.0025523,2.11E-01,13.3494,35.96314915
2.463,1.99,0.0029596,1.84E-01,13.3843,36.30877848
2.8743,1.5,0.0025523,2.14E-01,13.4075,36.47740634
2.5025,1.75,0.0029596,1.86E-01,13.4235,36.78323444
2.9136,1.99,0.0025523,2.17E-01,13.4359,36.89815125
2.5505,1.5,0.0029596,1.89E-01,13.4845,37.3191843
2.9589,1.75,0.0025523,2.20E-01,13.474,37.36583197
3.0137,1.5,0.0025523,2.23E-01,13.5311,37.89716222
2.6007,1.99,0.0029596,1.92E-01,13.5255,37.93848646
3.0495,1.99,0.0025523,2.25E-01,13.5544,38.28135027
2.6421,1.75,0.0029596,1.95E-01,13.565,38.43011462
3.0965,1.75,0.0025523,2.28E-01,13.5922,38.76335006
2.6922,1.5,0.0029596,1.98E-01,13.625,38.98633052
3.1535,1.5,0.0025523,2.31E-01,13.6494,39.31160297
2.7389,1.99,0.0029596,2.01E-01,13.6599,39.56138008
2.782,1.75,0.0029596,2.03E-01,13.6987,40.0700085
2.8343,1.5,0.0029596,2.06E-01,13.7584,40.64630406
2.8772,1.99,0.0029596,2.09E-01,13.7867,41.17662503
2.9221,1.75,0.0029596,2.11E-01,13.8254,41.70220437
2.5503,1.99,0.0034309,1.84E-01,13.8587,42.09075148
2.9766,1.5,0.0029596,2.14E-01,13.8847,42.29852753
2.5911,1.75,0.0034309,1.86E-01,13.8988,42.64076194
3.016,1.99,0.0029596,2.17E-01,13.9081,42.78641556
2.6407,1.5,0.0034309,1.89E-01,13.9614,43.26205886
3.0626,1.75,0.0029596,2.20E-01,13.9462,43.3287295
3.1192,1.5,0.0029596,2.23E-01,14.0048,43.94485025
2.6913,1.99,0.0034309,1.92E-01,13.9966,43.97998148
3.155,1.99,0.0029596,2.25E-01,14.0234,44.39034763
2.7339,1.75,0.0034309,1.95E-01,14.0363,44.54989872
3.2034,1.75,0.0029596,2.28E-01,14.0615,44.9492657
2.7857,1.5,0.0034309,1.98E-01,14.0982,45.19468893
3.2622,1.5,0.0029596,2.31E-01,14.1199,45.58500965
2.8325,1.99,0.0034309,2.01E-01,14.1267,45.86131197
2.877,1.75,0.0034309,2.03E-01,14.1665,46.45093667
2.931,1.5,0.0034309,2.06E-01,14.2278,47.11900412
2.9741,1.99,0.0034309,2.09E-01,14.251,47.73377578
3.0203,1.75,0.0034309,2.11E-01,14.29,48.34305074
2.6357,1.99,0.0039765,1.84E-01,14.3227,48.78424706
3.0766,1.5,0.0034309,2.14E-01,14.3512,49.03433508
2.6778,1.75,0.0039765,1.86E-01,14.3638,49.42172312
3.1159,1.99,0.0034309,2.17E-01,14.3688,49.59991659
2.729,1.5,0.0039765,1.89E-01,14.4282,50.14182199
3.164,1.75,0.0034309,2.20E-01,14.408,50.22859104
3.2225,1.5,0.0034309,2.23E-01,14.4686,50.94282563
2.7798,1.99,0.0039765,1.92E-01,14.4569,50.97391249
3.2581,1.99,0.0034309,2.25E-01,14.4816,51.45926601
2.8238,1.75,0.0039765,1.95E-01,14.4979,51.634461
3.308,1.75,0.0034309,2.28E-01,14.5206,52.1071887
2.8773,1.5,0.0039765,1.98E-01,14.5618,52.38178919
3.3687,1.5,0.0034309,2.31E-01,14.5808,52.84417138
2.9242,1.99,0.0039765,2.01E-01,14.584,53.15442218
2.9701,1.75,0.0039765,2.03E-01,14.6249,53.83781214
3.026,1.5,0.0039765,2.06E-01,14.6889,54.61211923
3.0689,1.99,0.0039765,2.09E-01,14.7053,55.32465516
3.1166,1.75,0.0039765,2.11E-01,14.7456,56.03082028
2.7194,1.99,0.0046079,1.84E-01,14.7776,56.53034881
3.1748,1.5,0.0039765,2.14E-01,14.8092,56.83203633
2.7629,1.75,0.0046079,1.86E-01,14.8203,57.26904514
3.2139,1.99,0.0039765,2.17E-01,14.8207,57.48755963
2.816,1.5,0.0046079,1.89E-01,14.8882,58.10348335
3.2635,1.75,0.0039765,2.20E-01,14.861,58.21620924
3.324,1.5,0.0039765,2.23E-01,14.9243,59.04402521
2.8668,1.99,0.0046079,1.92E-01,14.9094,59.06769555
3.3592,1.99,0.0039765,2.25E-01,14.931,59.6425927
2.9122,1.75,0.0046079,1.95E-01,14.9517,59.83312784
3.4107,1.75,0.0039765,2.28E-01,14.9714,60.39355151
2.9677,1.5,0.0046079,1.98E-01,15.0193,60.69911893
3.4734,1.5,0.0039765,2.31E-01,15.034,61.2477331
3.0144,1.99,0.0046079,2.01E-01,15.0339,61.59443278
3.0618,1.75,0.0046079,2.03E-01,15.0765,62.38633335
3.1196,1.5,0.0046079,2.06E-01,15.1433,63.28358713
3.1622,1.99,0.0046079,2.09E-01,15.1524,64.10926154
3.2116,1.75,0.0046079,2.11E-01,15.1951,64.92755356
2.802,1.99,0.0053387,1.84E-01,15.2264,65.49590338
3.2718,1.5,0.0046079,2.14E-01,15.2617,65.85598898
2.847,1.75,0.0053387,1.86E-01,15.2714,66.35175487
3.3104,1.99,0.0046079,2.17E-01,15.2657,66.61559814
2.9021,1.5,0.0053387,1.89E-01,15.3434,67.31853264
3.3617,1.75,0.0046079,2.20E-01,15.3082,67.45994481
3.4243,1.5,0.0046079,2.23E-01,15.3747,68.41920377
2.9526,1.99,0.0053387,1.92E-01,15.3556,68.43566619
3.4588,1.99,0.0046079,2.25E-01,15.3737,69.1128135
2.9996,1.75,0.0053387,1.95E-01,15.4005,69.32249389
3.512,1.75,0.0046079,2.28E-01,15.4161,69.98301169
3.0571,1.5,0.0053387,1.98E-01,15.4717,70.32582873
3.577,1.5,0.0046079,2.31E-01,15.4824,70.97282267
3.1034,1.99,0.0053387,2.01E-01,15.4778,71.36313685
3.1524,1.75,0.0053387,2.03E-01,15.5226,72.28063062
3.2125,1.5,0.0053387,2.06E-01,15.5942,73.32018633
3.2545,1.99,0.0053387,2.09E-01,15.5946,74.27681039
3.3055,1.75,0.0053387,2.11E-01,15.6394,75.22488123
2.8838,1.99,0.0061846,1.84E-01,15.6709,75.87352053
3.368,1.5,0.0053387,2.14E-01,15.7104,76.3005639
2.9304,1.75,0.0061846,1.86E-01,15.7188,76.86497896
3.4058,1.99,0.0053387,2.17E-01,15.7056,77.18064493
2.9877,1.5,0.0061846,1.89E-01,15.796,77.98493959
3.4589,1.75,0.0053387,2.20E-01,15.7508,78.15890262
3.5238,1.5,0.0053387,2.23E-01,15.8214,79.27029735
3.0376,1.99,0.0061846,1.92E-01,15.7976,79.27907939
3.5574,1.99,0.0053387,2.25E-01,15.812,80.07391164
3.0864,1.75,0.0061846,1.95E-01,15.8461,80.30642211
3.6125,1.75,0.0053387,2.28E-01,15.8572,81.08212082
3.1461,1.5,0.0061846,1.98E-01,15.9222,81.46873216
3.6799,1.5,0.0053387,2.31E-01,15.9278,82.22891304
3.1917,1.99,0.0061846,2.01E-01,15.9181,82.67039845
3.2425,1.75,0.0061846,2.03E-01,15.9662,83.73326618
3.3049,1.5,0.0061846,2.06E-01,16.0428,84.93753618
3.346,1.99,0.0061846,2.09E-01,16.0331,86.04573427
3.3989,1.75,0.0061846,2.11E-01,16.0813,87.14402391
2.9651,1.99,0.0071637,1.84E-01,16.1127,87.88525354
3.4639,1.5,0.0061846,2.14E-01,16.1578,88.39014507
3.0136,1.75,0.0071637,1.86E-01,16.1651,89.03367231
3.5006,1.99,0.0061846,2.17E-01,16.1428,89.40967214
3.0731,1.5,0.0071637,1.89E-01,16.2475,90.3309368
3.5556,1.75,0.0061846,2.20E-01,16.1912,90.54293163
3.1223,1.99,0.0071637,1.92E-01,16.2381,91.82995522
3.6231,1.5,0.0061846,2.23E-01,16.2672,91.83042332
3.6554,1.99,0.0061846,2.25E-01,16.2476,92.76136774
3.1729,1.75,0.0071637,1.95E-01,16.2902,93.01993921
3.7125,1.75,0.0061846,2.28E-01,16.2962,93.92932444
3.2351,1.5,0.0071637,1.98E-01,16.3726,94.36625757
3.7826,1.5,0.0061846,2.31E-01,16.3723,95.25782224
3.2797,1.99,0.0071637,2.01E-01,16.357,95.75816275
3.3325,1.75,0.0071637,2.03E-01,16.4094,96.98929582
3.3974,1.5,0.0071637,2.06E-01,16.4918,98.38421691
3.4373,1.99,0.0071637,2.09E-01,16.4706,99.6678567
3.4922,1.75,0.0071637,2.11E-01,16.5227,100.9400194
3.0464,1.99,0.0082968,1.84E-01,16.5545,101.7862797
3.5598,1.5,0.0071637,2.14E-01,16.6051,102.3834172
3.0968,1.75,0.0082968,1.86E-01,16.6114,103.1163466
3.5951,1.99,0.0071637,2.17E-01,16.5786,103.5643483
3.1589,1.5,0.0082968,1.89E-01,16.7011,104.6188026
3.6523,1.75,0.0071637,2.20E-01,16.6315,104.877017
3.2069,1.99,0.0082968,1.92E-01,16.6781,106.3549245
3.7225,1.5,0.0071637,2.23E-01,16.7135,106.3683348
3.7532,1.99,0.0071637,2.25E-01,16.6823,107.4466595
3.2596,1.75,0.0082968,1.95E-01,16.7353,107.7331312
3.8126,1.75,0.0071637,2.28E-01,16.7356,108.7995184
3.3245,1.5,0.0082968,1.98E-01,16.825,109.2924
3.8855,1.5,0.0071637,2.31E-01,16.8177,110.3383341
3.3677,1.99,0.0082968,2.01E-01,16.7959,110.9044662
3.4227,1.75,0.0082968,2.03E-01,16.8535,112.3303306
3.4903,1.5,0.0082968,2.06E-01,16.9427,113.9458898
3.5286,1.99,0.0082968,2.09E-01,16.908,115.4325661
3.5859,1.75,0.0082968,2.11E-01,16.9661,116.9059499
3.128,1.99,0.0096084,1.84E-01,16.998,117.8771682
3.6564,1.5,0.0082968,2.14E-01,17.0557,118.5776535
3.1806,1.75,0.0096084,1.86E-01,17.0609,119.4174989
3.6898,1.99,0.0082968,2.17E-01,17.0153,119.9453753
3.2453,1.5,0.0096084,1.89E-01,17.1579,121.1574707
3.7494,1.75,0.0082968,2.20E-01,17.0737,121.465672
3.2919,1.99,0.0096084,1.92E-01,17.1202,123.1680475
3.8226,1.5,0.0082968,2.23E-01,17.163,123.1928752
3.8513,1.99,0.0082968,2.25E-01,17.1183,124.4417611
3.3469,1.75,0.0096084,1.95E-01,17.1835,124.764128
3.9131,1.75,0.0082968,2.28E-01,17.1767,126.0086051
3.4146,1.5,0.0096084,1.98E-01,17.281,126.5698939
3.9891,1.5,0.0082968,2.31E-01,17.2661,127.7908191
3.4561,1.99,0.0096084,2.01E-01,17.2368,128.4368037
3.5135,1.75,0.0096084,2.03E-01,17.3006,130.088076
3.5842,1.5,0.0096084,2.06E-01,17.3985,131.9590309
3.6205,1.99,0.0096084,2.09E-01,17.3484,133.6807284
3.6802,1.75,0.0096084,2.11E-01,17.4122,135.3870322
3.2102,1.99,0.011126,1.84E-01,17.4446,136.4952931
3.7539,1.5,0.0096084,2.14E-01,17.5105,137.3230071
3.2652,1.75,0.011126,1.86E-01,17.5147,138.2789115
3.7851,1.99,0.0096084,2.17E-01,17.4547,138.9069453
3.3329,1.5,0.011126,1.89E-01,17.6211,140.2937034
3.8473,1.75,0.0096084,2.20E-01,17.5195,140.6675782
3.3777,1.99,0.011126,1.92E-01,17.5664,142.6218409
3.9238,1.5,0.0096084,2.23E-01,17.6174,142.6678264
3.95,1.99,0.0096084,2.25E-01,17.557,144.1141425
3.4352,1.75,0.011126,1.95E-01,17.6369,144.4700146
4.0145,1.75,0.0096084,2.28E-01,17.6218,145.9286811
3.506,1.5,0.011126,1.98E-01,17.7436,146.5609925
4.094,1.5,0.0096084,2.31E-01,17.7202,147.9926364
3.5454,1.99,0.011126,2.01E-01,17.6822,148.7227716
3.6054,1.75,0.011126,2.03E-01,17.7532,150.6348542
3.6793,1.5,0.011126,2.06E-01,17.8602,152.8013174
3.7133,1.99,0.011126,2.09E-01,17.7931,154.7949487
3.7758,1.75,0.011126,2.11E-01,17.8645,156.7707548
3.2935,1.99,0.012883,1.84E-01,17.8973,158.0504099
3.8528,1.5,0.011126,2.14E-01,17.9719,159.0125075
3.351,1.75,0.012883,1.86E-01,17.9749,160.1156945
3.8815,1.99,0.011126,2.17E-01,17.8993,160.846621
3.4218,1.5,0.012883,1.89E-01,18.0911,162.448659
3.9465,1.75,0.011126,2.20E-01,17.9712,162.8853373
3.4647,1.99,0.012883,1.92E-01,18.0189,165.1444523
4.0266,1.5,0.011126,2.23E-01,18.0789,165.201515
4.0498,1.99,0.011126,2.25E-01,18.0006,166.8762697
3.5248,1.75,0.012883,1.95E-01,18.0969,167.2844866
4.1173,1.75,0.011126,2.28E-01,18.0731,168.9774058
3.5989,1.5,0.012883,1.98E-01,18.2137,169.7056683
4.2005,1.5,0.011126,2.31E-01,18.1811,171.3673528
3.636,1.99,0.012883,2.01E-01,18.134,172.2088321
3.6988,1.75,0.012883,2.03E-01,18.2131,174.4228678
3.7762,1.5,0.012883,2.06E-01,18.3306,176.9314553
3.8076,1.99,0.012883,2.09E-01,18.2449,179.2399176
3.873,1.75,0.012883,2.11E-01,18.3244,181.5277399
3.3783,1.99,0.014917,1.84E-01,18.3581,183.0038007
3.9537,1.5,0.012883,2.14E-01,18.4425,184.1235066
3.4385,1.75,0.014917,1.86E-01,18.4442,185.3951575
3.9793,1.99,0.012883,2.17E-01,18.3503,186.2472603
3.5125,1.5,0.014917,1.89E-01,18.5706,188.0964563
4.0474,1.75,0.012883,2.20E-01,18.4307,188.6079275
3.5532,1.99,0.014917,1.92E-01,18.4791,191.2178681
4.1314,1.5,0.012883,2.23E-01,18.5494,191.2898722
4.1513,1.99,0.012883,2.25E-01,18.4517,193.2291014
3.6162,1.75,0.014917,1.95E-01,18.5662,193.6957764
4.222,1.75,0.012883,2.28E-01,18.5326,195.6620455
3.6937,1.5,0.014917,1.98E-01,18.6935,196.4992203
4.3093,1.5,0.012883,2.31E-01,18.652,198.4294092
3.7284,1.99,0.014917,2.01E-01,18.5949,199.3975898
3.7942,1.75,0.014917,2.03E-01,18.6828,201.9611829
3.8751,1.5,0.014917,2.06E-01,18.8106,204.8658324
3.9037,1.99,0.014917,2.09E-01,18.7054,207.5387605
3.9723,1.75,0.014917,2.11E-01,18.7942,210.1877898
3.4649,1.99,0.017271,1.84E-01,18.8287,211.8829954
4.0567,1.5,0.014917,2.14E-01,18.923,213.1933826
3.5279,1.75,0.017271,1.86E-01,18.9238,214.6517239
4.0792,1.99,0.014917,2.17E-01,18.811,215.6524398
3.6049,1.5,0.017271,1.89E-01,19.0591,217.7793053
4.1506,1.75,0.014917,2.20E-01,18.9006,218.385815
3.6438,1.99,0.017271,1.92E-01,18.9503,221.3932963
4.2385,1.5,0.014917,2.23E-01,19.0303,221.4911918
4.2549,1.99,0.014917,2.25E-01,18.9122,223.7365913
3.7098,1.75,0.017271,1.95E-01,19.0467,224.2622346
4.3292,1.75,0.014917,2.28E-01,19.0032,226.5536547
3.7904,1.5,0.017271,1.98E-01,19.1829,227.5080803
4.4205,1.5,0.014917,2.31E-01,19.1334,229.7579366
3.8228,1.99,0.017271,2.01E-01,19.0657,230.8638314
3.8918,1.75,0.017271,2.03E-01,19.1634,233.8319762
3.9761,1.5,0.017271,2.06E-01,19.3009,237.1949984
4.0021,1.99,0.017271,2.09E-01,19.1769,240.289732
4.074,1.75,0.017271,2.11E-01,19.2754,243.3567954
3.5537,1.99,0.019995,1.84E-01,19.3113,245.3014007
4.1621,1.5,0.017271,2.14E-01,19.4146,246.8366904
3.6194,1.75,0.019995,1.86E-01,19.4146,248.506816
4.1815,1.99,0.017271,2.17E-01,19.2827,249.6838029
3.6988,1.5,0.019995,1.89E-01,19.5556,252.1276828
4.2565,1.75,0.017271,2.20E-01,19.3829,252.8485225
3.7366,1.99,0.019995,1.92E-01,19.4329,256.3116762
4.3482,1.5,0.017271,2.23E-01,19.5229,256.4439481
4.3612,1.99,0.017271,2.25E-01,19.3847,259.0436863
3.8055,1.75,0.019995,1.95E-01,19.5381,259.6331064
4.4391,1.75,0.017271,2.28E-01,19.4856,262.3053007
3.8889,1.5,0.019995,1.98E-01,19.6814,263.3908902
4.5345,1.5,0.017271,2.31E-01,19.6268,266.0152391
3.9198,1.99,0.019995,2.01E-01,19.5494,267.2759139
3.9919,1.75,0.019995,2.03E-01,19.6563,270.7121976
4.0791,1.5,0.019995,2.06E-01,19.8009,274.6056391
4.1032,1.99,0.019995,2.09E-01,19.6614,278.1884773
4.1784,1.75,0.019995,2.11E-01,19.7694,281.7392811
3.6447,1.99,0.023148,1.84E-01,19.8058,283.9828369
4.2696,1.5,0.019995,2.14E-01,19.9161,285.7680288
3.7128,1.75,0.023148,1.86E-01,19.9156,287.6937123
4.2868,1.99,0.019995,2.17E-01,19.7683,289.0641908
3.7935,1.5,0.023148,1.89E-01,20.0562,291.8855515
4.3652,1.75,0.019995,2.20E-01,19.8779,292.7280532
3.8321,1.99,0.023148,1.92E-01,19.9296,296.7293163
4.4602,1.5,0.019995,2.23E-01,20.0257,296.890553
4.4705,1.99,0.019995,2.25E-01,19.8705,299.9003247
3.9034,1.75,0.023148,1.95E-01,20.0407,300.574501
4.5521,1.75,0.019995,2.28E-01,19.9816,303.6763642
4.6511,1.5,0.019995,2.31E-01,20.1315,307.971438
4.0196,1.99,0.023148,2.01E-01,20.0472,309.4224983
4.0943,1.75,0.023148,2.03E-01,20.1605,313.4006476
4.1832,1.5,0.023148,2.06E-01,20.3062,317.9080438
4.2073,1.99,0.023148,2.09E-01,20.1602,322.0558576
4.2854,1.75,0.023148,2.11E-01,20.2756,326.1665856
3.738,1.99,0.026797,1.84E-01,20.3128,328.7492691
4.3783,1.5,0.023148,2.14E-01,20.4231,330.8306241
3.8073,1.75,0.026797,1.86E-01,20.4225,333.0451187
4.3952,1.99,0.023148,2.17E-01,20.2682,334.6465561
3.8868,1.5,0.026797,1.89E-01,20.5495,337.8977502
4.4767,1.75,0.023148,2.20E-01,20.3856,338.8881709
3.9299,1.99,0.026797,1.92E-01,20.4382,343.5050756
4.5737,1.5,0.023148,2.23E-01,20.5353,343.7070528
4.5833,1.99,0.023148,2.25E-01,20.3719,347.1914336
4.6682,1.75,0.023148,2.28E-01,20.4913,351.5629147
4.7692,1.5,0.023148,2.31E-01,20.6426,356.5352762
4.122,1.99,0.026797,2.01E-01,20.5579,358.199183
4.1983,1.75,0.026797,2.03E-01,20.6726,362.804439
4.2859,1.5,0.026797,2.06E-01,20.8048,368.0223712
4.3142,1.99,0.026797,2.09E-01,20.6724,372.8240373
4.3941,1.75,0.026797,2.11E-01,20.7899,377.5827715
3.8326,1.99,0.031021,1.84E-01,20.8269,380.5698801
4.4857,1.5,0.026797,2.14E-01,20.9241,382.9820388
3.9009,1.75,0.031021,1.86E-01,20.9246,385.5428827
4.5067,1.99,0.026797,2.17E-01,20.7823,387.3995059
4.5901,1.75,0.026797,2.20E-01,20.902,392.3097596
4.6859,1.5,0.026797,2.23E-01,21.0391,397.8882795
4.6994,1.99,0.026797,2.25E-01,20.8879,401.9219305
4.7863,1.75,0.026797,2.28E-01,21.0097,406.9825223
4.8862,1.5,0.026797,2.31E-01,21.1491,412.7387159
4.226,1.99,0.031021,2.01E-01,21.0766,414.6619717
4.3015,1.75,0.031021,2.03E-01,21.1808,419.9931524
4.4231,1.99,0.031021,2.09E-01,21.1942,431.5921357
4.5021,1.75,0.031021,2.11E-01,21.3009,437.1009872
3.9262,1.99,0.03591,1.84E-01,21.3355,440.5488022
4.6203,1.99,0.031021,2.17E-01,21.3062,448.4651294
4.7029,1.75,0.031021,2.20E-01,21.4157,454.1493843
4.8178,1.99,0.031021,2.25E-01,21.4142,465.2767177
4.904,1.75,0.031021,2.28E-01,21.5263,471.1350085
4.3293,1.99,0.03591,2.01E-01,21.5918,480.0139068
4.5312,1.99,0.03591,2.09E-01,21.7122,499.6123141
4.7333,1.99,0.03591,2.17E-01,21.8273,519.1445407
4.9356,1.99,0.03591,2.25E-01,21.9378,538.6056843
